CCN,CNH,NOMBRE,COMUNIDAD_AUTONOMA,PROVINCIA,MUNICIPIO,DIRECCION,CODIGO_POSTAL,TELEFONO,NUMERO_DE_CAMAS,TIPO_DE_CENTRO,DEPENDENCIA,OBSERVACIONES,CONCIERTO,ACREDITACION_DOCENTE
141000536,410325,"FREMAP, HOSPITAL Y CENTRO DE REHABILITACION DE SEVILLA",ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DE JEREZ S/N,41014,954249102,102,Hospitales especializados,PRIVADOS,,Sin concierto,NO
141000537,410129,HOSPITAL FÃ?TIMA,ANDALUCÍA,SEVILLA,Sevilla,GLORIETA DE MEJICO 1,41012,954613300,73,Hospitales Generales,PRIVADOS,,Sin concierto,NO
141000538,410074,HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÑOLA,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DE LA CRUZ ROJA 1,41009,954352082,39,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141000539,410107,CLINICA SANTA ISABEL,ANDALUCÍA,SEVILLA,Sevilla,CALLE LUIS MONTOTO 100,41018,954919000,96,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141000540,410251,HOSPITAL LA MERCED,ANDALUCÍA,SEVILLA,Osuna,AVENIDA DE LA CONSTITUCION 2,41640,955077200,225,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
141000541,410021,HOSPITAL UNIVERSITARIO VIRGEN DE VALME,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DE BELLAVISTA S/N,41014,955015160,504,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000543,410227,HOSPITAL EL TOMILLAR,ANDALUCÍA,SEVILLA,Alcalá de Guadaíra,CARRETERA ALCALA-DOS HERMANAS S/N,41500,000000000,80,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000544,410042,HOSPITAL UNIVERSITARIO VIRGEN MACARENA,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DOCTOR FEDRIANI 3,41009,955008000,777,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000546,410055,HOSPITAL SAN  LAZARO,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DOCTOR FEDRIANI S/N,41009,955017800,66,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000547,410016,HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA MANUEL SIUROT S/N,41013,955013466,655,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000549,410093,HOSPITAL DUQUES DEL INFANTADO,ANDALUCÍA,SEVILLA,Sevilla,CALLE SOR GREGORIA DE SANTA TERESA S/N,41012,955016300,43,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000550,410443,HOSPITAL DE REHABILITACION Y TRAUMATOLOGIA DEL H.U.  VIRGEN DEL ROCIO,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA MANUEL SIUROT S/N,41013,000000000,295,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000551,410465,HOSPITAL INFANTIL,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA MANUEL SIUROT S/N,41013,000000000,136,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141000552,410080,HOSPITAL SAN JUAN DE DIOS DE SEVILLA,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA EDUARDO DATO 42,41005,954933870,47,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141000554,410248,HOSPITAL DE ALTA RESOLUCION DE MORON DE LA FRONTERA,ANDALUCÍA,SEVILLA,Morón de la Frontera,PLAZA SAN FRANCISCO S/N,41530,954851008,12,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
141000555,410353,HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE,ANDALUCÍA,SEVILLA,Bormujos,AVENIDA SAN JUAN DE DIOS S/N,41930,955050550,200,Hospitales Generales,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,SI
141000556,410212,RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN,ANDALUCÍA,SEVILLA,Bormujos,AVENIDA DEL RIO PUDIO S/N,41930,955723391,54,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
141000649,410483,"CENTRO ABB, SL",ANDALUCÍA,SEVILLA,Sevilla,CALLE VIDRIO 32,41005,954633252,19,Otros Centros con Internamiento,PRIVADOS,,Sin concierto,NO
141000727,410135,HOSPITAL QUIRONSALUD INFANTA LUISA,ANDALUCÍA,SEVILLA,Sevilla,CALLE SAN JACINTO 87,41010,954330100,139,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141001379,410233,HOSPITAL SAN AGUSTIN,ANDALUCÍA,SEVILLA,Dos Hermanas,"CALLE PROLONGACION DOCTOR FLEMING, SECTOR 13 S/N",41703,955050570,93,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141001671,410375,HOSPITAL NISA SEVILLA-ALJARAFE,ANDALUCÍA,SEVILLA,Castilleja de la Cuesta,AVENIDA PLACIDO FERNANDEZ VIAGAS S/N,41950,954464000,148,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141001947,410386,HOSPITAL DE ALTA RESOLUCION DE UTRERA,ANDALUCÍA,SEVILLA,Utrera,CALLE BRIGADAS INTERNACIONALES S/N,41710,955839097,14,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
141002499,410409,HOSPITAL VIAMED SANTA ANGELA DE LA CRUZ,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA DE JEREZ 59,41013,954032000,105,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
141006016,410454,HOSPITAL DE ALTA RESOLUCIÃ?N DE LEBRIJA,ANDALUCÍA,SEVILLA,Lebrija,AVENIDA EL CUERVO S/N,41740,000000000,22,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
141006017,410419,HOSPITAL DE ALTA RESOLUCION DE ECIJA,ANDALUCÍA,SEVILLA,Écija,AVENIDA DOCTOR SÃ?NCHEZ MALO 73,41400,000000000,36,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
141006243,410346,HOSPITAL PSIQUIATRICO PENITENCIARIO,ANDALUCÍA,SEVILLA,Sevilla,"CARRETERA TORREBLANCA-MAIRENA KM. 3,5 S/N",41007,955616666,184,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
141006465,410432,CLINICA DE SALUD MENTAL MIGUEL DE MAÑARA,ANDALUCÍA,SEVILLA,Dos Hermanas,CALLE HERMANOS DE LA CRUZ BLANCA 1,41089,954127033,18,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
141006842,410476,HOSPITAL DE LA  MUJER,ANDALUCÍA,SEVILLA,Sevilla,AVENIDA MANUEL SIUROT S/N,41013,955012720,221,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
141006854,410496,"ADINFA, SOCIEDAD COOPERATIVA ANDALUZA",ANDALUCÍA,SEVILLA,Coria del Río,CALLE MARIA JESUS 3,41100,607271338,25,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
222000001,220036,HOSPITAL SAGRADO CORAZON DE JESUS,ARAGÓN,HUESCA,Huesca,PASEO LUCAS MALLADA 22,22006,974292000,70,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
222000002,220015,HOSPITAL UNIVERSITARIO SAN JORGE,ARAGÓN,HUESCA,Huesca,AVENIDA MARTINEZ DE VELASCO 36,22004,974247000,297,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
222000003,220054,HOSPITAL DE BARBASTRO,ARAGÓN,HUESCA,Barbastro,CARRETERA NACIONAL 240 S/N,22300,974249000,172,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
222000004,220020,CENTRO DE REHABILITACION PSICOSOCIAL SANTO CRISTO DE LOS MILAGROS,ARAGÓN,HUESCA,Huesca,"CARRETERA ARGUIS KM 2,5",22006,974220772,110,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
222000005,220089,HOSPITAL DE JACA SALUD,ARAGÓN,HUESCA,Jaca,CARRETERA RAPITAN S/N,22700,974355331,50,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
222000006,220041,HOSPITAL VIAMED SANTIAGO,ARAGÓN,HUESCA,Huesca,CALLE SARIÑENA 12,22004,974220600,40,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
222000030,220105,CENTRO SANITARIO BAJO CINCA-BAIX CINCA,ARAGÓN,HUESCA,Fraga,CALLE HERMANA ANDRESA 2,22520,974474545,20,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
244000001,440048,HOSPITAL DE ALCAÑIZ,ARAGÓN,TERUEL,Alcañiz,CALLE DOCTOR REPOLLES 2,44600,978830100,131,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
244000002,440012,HOSPITAL OBISPO POLANCO,ARAGÓN,TERUEL,Teruel,AVENIDA RUIZ JARABO S/N,44002,978654000,215,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
244000003,440027,HOSPITAL DE SAN JOSE,ARAGÓN,TERUEL,Teruel,AVENIDA ZARAGOZA 16,44001,978654070,50,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
244000004,440033,CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS,ARAGÓN,TERUEL,Teruel,AVENIDA ZARAGOZA 10-14,44001,978654040,150,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000001,500114,HOSPITAL SAN JUAN DE DIOS,ARAGÓN,ZARAGOZA,Zaragoza,PASEO COLON 14,50006,976271660,184,Hospitales de media y larga estancia,ORGANIZACIONES NO GUBERNAMENTALES,,Red de utilización pública (RUP),SI
250000002,500129,HOSPITAL QUIRONSALUD ZARAGOZA,ARAGÓN,ZARAGOZA,Zaragoza,PASEO MARIANO RENOVALES S/N,50006,976720000,104,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
250000034,500068,CENTRO DE REHABILITACION PSICOSOCIAL NUESTRA SEÑORA DEL PILAR,ARAGÓN,ZARAGOZA,Zaragoza,CALLE DUQUESA VILLAHERMOSA 66-68,50009,976331500,172,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000035,500093,"CLINICA MONTPELLIER, GRUPO HLA,  S.A.U",ARAGÓN,ZARAGOZA,Zaragoza,VIA HISPANIDAD 37,50012,976765300,90,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
250000067,500188,UNIDAD REHABILITADORA DE MEDIA ESTANCIA PROFESOR REY ARDID,ARAGÓN,ZARAGOZA,Zaragoza,CALLE CAMINO VIEJO DE LA ALFOCEA 10,50191,976731000,39,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Red de utilización pública (RUP),NO
250000068,500055,HOSPITAL ROYO VILLANOVA,ARAGÓN,ZARAGOZA,Zaragoza,AVENIDA SAN GREGORIO 30,50015,976466910,254,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000069,500021,HOSPITAL UNIVERSITARIO MIGUEL SERVET,ARAGÓN,ZARAGOZA,Zaragoza,PASEO ISABEL LA CATOLICA 1-3,50009,976765500,1213,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000070,500107,CENTRO NEUROPSIQUIATRICO NUESTRA SEÑORA DEL CARMEN,ARAGÓN,ZARAGOZA,Zaragoza,CAMINO ABEJAR 100,50190,976770635,277,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,SI
250000071,500016,HOSPITAL CLINICO UNIVERSITARIO LOZANO BLESA,ARAGÓN,ZARAGOZA,Zaragoza,CALLE SAN JUAN BOSCO 15,50009,976765700,807,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000072,500135,CLINICA NUESTRA SEÑORA DEL PILAR,ARAGÓN,ZARAGOZA,Zaragoza,PASEO RUISEÑORES 20,50006,976275700,34,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
250000082,500153,HOSPITAL ERNEST LLUCH MARTIN,ARAGÓN,ZARAGOZA,Calatayud,CARRETERA SAGUNTO BURGOS KM 254,50300,976880964,122,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000083,500074,HOSPITAL NUESTRA SEÑORA DE GRACIA,ARAGÓN,ZARAGOZA,Zaragoza,CALLE RAMON Y  CAJAL 60,50004,976440022,151,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
250000085,500172,UNIDAD DE REHABILITACION DE LARGA ESTANCIA,ARAGÓN,ZARAGOZA,Sádaba,CARRETERA SOS S/N,50670,976675479,45,Hospitales de salud mental y tratamiento de toxicomanías,ORGANIZACIONES NO GUBERNAMENTALES,,Concierto parcial,NO
250000086,500195,HOSPITAL DE REHABILITACION PSIQUIATRICA PRISMA,ARAGÓN,ZARAGOZA,Zaragoza,CALLE TORRE DEL CEREZO (SAN JUAN DE MOZARRIFAR) 17,50820,976151152,50,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
250000087,500080,HOSPITAL MAZ,ARAGÓN,ZARAGOZA,Zaragoza,AVENIDA ACADEMIA GENERAL MILITAR 74,50015,976748000,107,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
250000091,500218,HOSPITAL VIAMED MONTECANAL,ARAGÓN,ZARAGOZA,Zaragoza,CALLE FRANZ SCHUBERT 2,50012,876241818,68,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
250000095,500200,CENTRO SANITARIO CINCO VILLAS,ARAGÓN,ZARAGOZA,Ejea de los Caballeros,CALLE ANTONIO MACHADO S/N,50600,976677978,32,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
250004610,500140,HOSPITAL GENERAL DE LA DEFENSA EN ZARAGOZA,ARAGÓN,ZARAGOZA,Zaragoza,CALLE VIA IBERICA 1-15 1-15,50009,976567710,200,Hospitales Generales,MINISTERIO DE DEFENSA,,Sin concierto,NO
250005838,500223,HOSPITAL HERNAN CORTES MIRAFLORES,ARAGÓN,ZARAGOZA,Zaragoza,CAMINO TORRES (DE LAS) 51-53,50008,976222981,36,Hospitales Generales,PRIVADOS,,Sin concierto,SI
333000032,330321,CENTRO SALUD MENTAL PEREZ ESPINOSA,ASTURIAS,ASTURIAS,Llanera,CALLE SANTA ROSA 6,33690,985771677,35,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
333000265,330376,INSTITUTO OFTALMOLOGICO FERNANDEZ-VEGA,ASTURIAS,ASTURIAS,Oviedo,AVENIDA DTRES. FERNANDEZ VEGA 34,33012,985241512,13,Hospitales especializados,PRIVADOS,,Sin concierto,SI
333000848,330254,FUNDACION SANATORIO ADARO,ASTURIAS,ASTURIAS,Langreo,CALLE JOVE Y CANELLA 1,33900,985692111,138,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
333001050,330138,HOSPITAL CARMEN Y SEVERO OCHOA,ASTURIAS,ASTURIAS,Cangas del Narcea,CALLE SIENRA 11,33800,985812346,103,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333001052,330241,HOSPITAL VALLE DEL NALON,ASTURIAS,ASTURIAS,Langreo,POLIGONO DE RIAÑO S/N,33920,985652000,223,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333001472,330045,HOSPITAL MONTE NARANCO,ASTURIAS,ASTURIAS,Oviedo,AVENIDA DOCTORES FENANDEZ VEGA S/N,33012,985106900,194,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333002321,330313,HOSPITAL DE LUARCA,ASTURIAS,ASTURIAS,Valdés,CALLE VILLAR S/N 0,33700,985470707;985470727,19,Otros Centros con Internamiento,PRIVADOS,,Sin concierto,NO
333002526,330208,HOSPITAL  BEGOÑA,ASTURIAS,ASTURIAS,Gijón,AVENIDA PABLO IGLESIAS 92,33204,985367711,41,Hospitales Generales,PRIVADOS,,Sin concierto,NO
333002562,330077,CLINICA ASTURIAS,ASTURIAS,ASTURIAS,Oviedo,CALLE NARANJO DE BULNES 4-6,33012,985286000,46,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
333002574,330306,HOSPITAL DEL ORIENTE DE ASTURIAS FRANCISCO GRANDE COVIAN,ASTURIAS,ASTURIAS,Parres,URBANIZACION CASTAÑERA S/N,33540,985840032,90,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333002581,330332,CLINICA PSIQUIATRICA SOMIO,ASTURIAS,ASTURIAS,Gijón,"CARRETERA LA PROVIDENCIA-INFANZON, 3518 3518",33203,985133806,40,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
333002620,330096,CLINICA SAN RAFAEL,ASTURIAS,ASTURIAS,Oviedo,"CALLE LA ESTRECHA, 33",33011,985282526;985290284,36,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
333002775,330169,HOSPITAL CRUZ ROJA,ASTURIAS,ASTURIAS,Gijón,CALLE URIA 37,33202,985195000,120,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
333002776,330194,HOSPITAL DE JOVE,ASTURIAS,ASTURIAS,Gijón,AVENIDA EDUARDO CASTRO S/N,33290,985320050,233,Hospitales Generales,PRIVADOS,,Sin concierto,SI
333002777,330100,HOSPITAL UNIVERSITARIO SAN AGUSTIN,ASTURIAS,ASTURIAS,Avilés,CAMINO DE HEROS 6,33401,985123000,436,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333002780,330156,HOSPITAL UNIVERSITARIO DE CABUEÑES,ASTURIAS,ASTURIAS,Gijón,CALLE LOS PRADOS 395,33203,985185000,457,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333002781,330175,HOSPITAL COVADONGA,ASTURIAS,ASTURIAS,Gijón,CALLE GENERAL SUAREZ VALDES 40,33204,985365122,24,Hospitales Generales,PRIVADOS,,Sin concierto,NO
333003295,330365,CENTRO TERAPEUTICO VISTA ALEGRE,ASTURIAS,ASTURIAS,Gijón,CALLE PROFESOR PEREZ PIMENTEL (LA GUIA - SOMIO) 30,33203,985363435;985771677,28,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
333003415,330061,CENTRO MEDICO DE ASTURIAS,ASTURIAS,ASTURIAS,Oviedo,AVENIDA RICHARD GRANDIO S/N,33193,985250300,105,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
333003421,330117,FUNDACION HOSPITAL DE AVILES,ASTURIAS,ASTURIAS,Avilés,CALLE CABRUÑANA 19,33400,627513515;985525744,90,Hospitales especializados,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Concierto parcial,SI
333004419,330143,HOSPITAL DE JARRIO,ASTURIAS,ASTURIAS,Coaña,CARRETERA DE JARRIO S/N,33719,985639300,116,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333005233,330354,HOSPITAL GIJON,ASTURIAS,ASTURIAS,Gijón,AVENIDA DE LA COSTA 45,33201,985360612;985360613,32,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
333005240,330292,HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS,ASTURIAS,ASTURIAS,Oviedo,AVENIDA DE ROMA S/N,33011,985108000,991,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333005582,330325,HOSPITAL VITAL ALVAREZ BUYLLA,ASTURIAS,ASTURIAS,Mieres,CALLE VISTALEGRE 2,33619,985458500,176,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
333005787,330387,HOSPITAL DE CAMPAÑA SANITARIO (HCS144),ASTURIAS,ASTURIAS,Gijón,PASEO DR. FLEMING 481,33203,985108501,144,Otros Centros con Internamiento,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
407000001,70309,HOSPITAL  DE MANACOR,ILLES BALEARS,ILLES BALEARS,Manacor,CARRETERA MANACOR - ALCUDIA S/N,7500,971847000,224,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407000002,70048,HOSPITAL GENERAL DE MALLORCA,ILLES BALEARS,ILLES BALEARS,Palma,PLAZA HOSPITAL 3,7012,871205000,100,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
407000003,70260,HOSPITAL JUANEDA MURO,ILLES BALEARS,ILLES BALEARS,Muro,CALLE VELER S/N,7408,971891900,85,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407000004,70099,CLINICA ROTGER,ILLES BALEARS,ILLES BALEARS,Palma,CALLE SANTIAGO RUSSINYOL 9,7012,971448500,186,Hospitales Generales,PRIVADOS,,Sin concierto,NO
407000005,70086,HOSPITAL SANT JOAN DE DEU,ILLES BALEARS,ILLES BALEARS,Palma,CALLE SANT JOAN DE DEU 7,7007,971265854,197,Hospitales de media y larga estancia,PRIVADOS,,Sin concierto,NO
407000006,70295,CLINICA JUANEDA MAHON,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,AVENIDA VIVES LLULL 6,7703,971351115,15,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407000008,70110,CLINICA JUANEDA,ILLES BALEARS,ILLES BALEARS,Palma,CALLE COMPANY 30,7014,971731647,191,Hospitales Generales,PRIVADOS,,Sin concierto,NO
407000009,70131,JUANEDA MIRAMAR,ILLES BALEARS,ILLES BALEARS,Palma,CALLE CAMI DE LA VILETA 30,7011,971767001,291,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407000010,70184,HOSPITAL CAN MISSES,ILLES BALEARS,ILLES BALEARS,Eivissa,CALLE CORONA S/N,7800,971397000,307,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407000011,70064,MUTUA BALEAR,ILLES BALEARS,ILLES BALEARS,Palma,CALLE BISBE CAMPINS 4,7012,971213400,40,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,SI
407000032,70244,CLINICA JUANEDA MENORCA,ILLES BALEARS,ILLES BALEARS,Ciutadella de Menorca,CALLE CANONGE MOLL S/N,7760,971480505,41,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407000216,70051,HOSPITAL PSIQUIATRIC,ILLES BALEARS,ILLES BALEARS,Palma,CALLE CAMI DE JESUS 40,7010,871205000,168,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
407000218,70162,HOSPITAL JOAN MARCH,ILLES BALEARS,ILLES BALEARS,Bunyola,CARRETERA PALMA-SOLLER KM. 12,7110,871202000,106,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407000411,70377,HOSPITAL COMARCAL D´INCA,ILLES BALEARS,ILLES BALEARS,Inca,CARRETERA VELLA DE LLUBI S/N,7300,971888514,163,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407000423,70388,HOSPITAL MATEU ORFILA,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,RONDA MALBUGER 1,7703,971487000,142,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407000872,70399,HOSPITAL UNIVERSITARI SON ESPASES,ILLES BALEARS,ILLES BALEARS,Palma,CARRETERA VALLDEMOSSA 79,7120,871205001,839,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
407001219,70201,POLICLINICA NUESTRA SRA. DEL ROSARIO,ILLES BALEARS,ILLES BALEARS,Eivissa,VIA ROMANA S/N,7800,971301916,68,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
407001223,70070,HOSPITAL DE LA CREU ROJA ESPANYOLA,ILLES BALEARS,ILLES BALEARS,Palma,CALLE PONS I GALLARZA 90,7004,971751440,73,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
